# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2182766	2183617	+	WP_125973664.1	WP_125973664.1		transcriptional regulator HexR	hexR		EJO50_RS09565	852	283	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2183640	2185286	+					pgi		EJO50_RS09570	1647		old_locus_tag=EJO50_09570
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2183640	2185286	+	WP_125973666.1	WP_125973666.1		glucose-6-phosphate isomerase	pgi		EJO50_RS09570	1647	548	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2185412	2188072	+					aceE		EJO50_RS09575	2661		old_locus_tag=EJO50_09575
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2185412	2188072	+	WP_125973668.1	WP_125973668.1		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE		EJO50_RS09575	2661	886	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2188172	2189776	+					aceF		EJO50_RS09580	1605		old_locus_tag=EJO50_09580
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2188172	2189776	+	WP_125973670.1	WP_125973670.1		dihydrolipoyllysine-residue acetyltransferase	aceF		EJO50_RS09580	1605	534	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2189984	2191777	+					lpdA		EJO50_RS09585	1794		old_locus_tag=EJO50_09585
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2189984	2191777	+	WP_125976407.1	WP_125976407.1		dihydrolipoyl dehydrogenase	lpdA		EJO50_RS09585	1794	597	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2192017	2195214	+							EJO50_RS09590	3198		old_locus_tag=EJO50_09590
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2192017	2195214	+	WP_125973672.1	WP_125973672.1		EAL domain-containing protein			EJO50_RS09590	3198	1065	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2195282	2196415	+							EJO50_RS09595	1134		old_locus_tag=EJO50_09595
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2195282	2196415	+	WP_125973674.1	WP_125973674.1		response regulator			EJO50_RS09595	1134	377	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2196553	2200329	+							EJO50_RS09600	3777		old_locus_tag=EJO50_09600
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2196553	2200329	+	WP_164521479.1	WP_164521479.1		PAS domain S-box protein			EJO50_RS09600	3777	1258	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2200505	2201029	+							EJO50_RS09605	525		old_locus_tag=EJO50_09605
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2200505	2201029	+	WP_125973678.1	WP_125973678.1		glutathione peroxidase			EJO50_RS09605	525	174	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2201197	2202741	-					ahpF		EJO50_RS09610	1545		old_locus_tag=EJO50_09610
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2201197	2202741	-	WP_125973680.1	WP_125973680.1		alkyl hydroperoxide reductase subunit F	ahpF		EJO50_RS09610	1545	514	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2202894	2203457	-					ahpC		EJO50_RS09615	564		old_locus_tag=EJO50_09615
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2202894	2203457	-	WP_125973682.1	WP_125973682.1		peroxiredoxin	ahpC		EJO50_RS09615	564	187	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2203695	2204450	-							EJO50_RS09620	756		old_locus_tag=EJO50_09620
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2203695	2204450	-	WP_206434357.1	WP_206434357.1		M48 family metallopeptidase			EJO50_RS09620	756	251	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2204452	2207736	-							EJO50_RS09625	3285		old_locus_tag=EJO50_09625
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2204452	2207736	-	WP_125973686.1	WP_125973686.1		type I restriction endonuclease subunit R			EJO50_RS09625	3285	1094	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2207786	2209681	-							EJO50_RS09630	1896		old_locus_tag=EJO50_09630
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2207786	2209681	-	WP_125973688.1	WP_125973688.1		ATP-dependent helicase			EJO50_RS09630	1896	631	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2209684	2211450	-							EJO50_RS09635	1767		old_locus_tag=EJO50_09635
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2209684	2211450	-	WP_125973690.1	WP_125973690.1		AAA family ATPase			EJO50_RS09635	1767	588	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2211447	2212655	-							EJO50_RS09640	1209		old_locus_tag=EJO50_09640
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2211447	2212655	-	WP_125973692.1	WP_125973692.1		restriction endonuclease subunit S			EJO50_RS09640	1209	402	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2212645	2214168	-							EJO50_RS09645	1524		old_locus_tag=EJO50_09645
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2212645	2214168	-	WP_125973694.1	WP_125973694.1		type I restriction-modification system subunit M			EJO50_RS09645	1524	507	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2214297	2214878	-							EJO50_RS09650	582		old_locus_tag=EJO50_09650
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2214297	2214878	-	WP_125973696.1	WP_125973696.1		restriction endonuclease subunit S			EJO50_RS09650	582	193	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2215123	2215422	-							EJO50_RS09655	300		old_locus_tag=EJO50_09655
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2215123	2215422	-	WP_125973698.1	WP_125973698.1		YkgJ family cysteine cluster protein			EJO50_RS09655	300	99	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2215930	2218605	-							EJO50_RS09660	2676		old_locus_tag=EJO50_09660
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2215930	2218605	-	WP_125973700.1	WP_125973700.1		bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase			EJO50_RS09660	2676	891	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2218871	2219398	+					ppa		EJO50_RS09665	528		old_locus_tag=EJO50_09665
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2218871	2219398	+	WP_125973702.1	WP_125973702.1		inorganic diphosphatase	ppa		EJO50_RS09665	528	175	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2219546	2219902	-							EJO50_RS09670	357		old_locus_tag=EJO50_09670
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2219546	2219902	-	WP_125973704.1	WP_125973704.1		translation initiation factor Sui1			EJO50_RS09670	357	118	
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2220118	2220203	+							EJO50_RS09675	86		old_locus_tag=EJO50_09675
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2220118	2220203	+				tRNA-Tyr			EJO50_RS09675	86		anticodon=GTA
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2220638	2221456	-							EJO50_RS09680	819		old_locus_tag=EJO50_09680
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2220638	2221456	-	WP_125973706.1	WP_125973706.1		TonB family protein			EJO50_RS09680	819	272	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2221601	2222881	+							EJO50_RS09685	1281		old_locus_tag=EJO50_09685
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2221601	2222881	+	WP_125973708.1	WP_125973708.1		ferric reductase-like transmembrane domain-containing protein			EJO50_RS09685	1281	426	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2223273	2223848	-							EJO50_RS09690	576		old_locus_tag=EJO50_09690
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2223273	2223848	-	WP_125973710.1	WP_125973710.1		DUF1294 domain-containing protein			EJO50_RS09690	576	191	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2224802	2225638	+							EJO50_RS09700	837		old_locus_tag=EJO50_09700
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2224802	2225638	+	WP_125973714.1	WP_125973714.1		ATP F0F1 synthase synthase			EJO50_RS09700	837	278	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2225719	2226351	+							EJO50_RS09705	633		old_locus_tag=EJO50_09705
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2225719	2226351	+	WP_125973716.1	WP_125973716.1		Fic family protein			EJO50_RS09705	633	210	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2226335	2226511	-							EJO50_RS17170	177		
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2226335	2226511	-	WP_164521481.1	WP_164521481.1		hypothetical protein			EJO50_RS17170	177	58	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2226654	2227041	+							EJO50_RS17465	388		partial;pseudo
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2226654	2227041	+				DUF1016 N-terminal domain-containing protein			EJO50_RS17465	388		partial;pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2227057	2227716	+							EJO50_RS09710	660		old_locus_tag=EJO50_09710
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2227057	2227716	+	WP_233702256.1	WP_233702256.1		DUF1016 domain-containing protein			EJO50_RS09710	660	219	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2227977	2228216	-							EJO50_RS09715	240		old_locus_tag=EJO50_09715
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2227977	2228216	-	WP_125973718.1	WP_125973718.1		hypothetical protein			EJO50_RS09715	240	79	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2228209	2229192	-							EJO50_RS09720	984		old_locus_tag=EJO50_09720
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2228209	2229192	-	WP_125971014.1	WP_125971014.1		IS110 family transposase			EJO50_RS09720	984	327	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2229374	2229694	-							EJO50_RS09725	321		old_locus_tag=EJO50_09725
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2229374	2229694	-	WP_125973720.1	WP_125973720.1		hypothetical protein			EJO50_RS09725	321	106	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2229682	2233647	-							EJO50_RS09730	3966		old_locus_tag=EJO50_09730
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2229682	2233647	-	WP_125973722.1	WP_125973722.1		non-ribosomal peptide synthetase			EJO50_RS09730	3966	1321	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2233879	2234460	+							EJO50_RS09735	582		old_locus_tag=EJO50_09735
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2233879	2234460	+	WP_125973724.1	WP_125973724.1		sugar O-acetyltransferase			EJO50_RS09735	582	193	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2234468	2235133	-							EJO50_RS09740	666		old_locus_tag=EJO50_09740
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2234468	2235133	-	WP_125973726.1	WP_125973726.1		DNA alkylation repair protein			EJO50_RS09740	666	221	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2235281	2235757	-							EJO50_RS09745	477		old_locus_tag=EJO50_09745
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2235281	2235757	-	WP_206434360.1	WP_206434360.1		DUF559 domain-containing protein			EJO50_RS09745	477	158	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2235781	2239431	+					recB		EJO50_RS09750	3651		old_locus_tag=EJO50_09750
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2235781	2239431	+	WP_125973728.1	WP_125973728.1		exodeoxyribonuclease V subunit beta	recB		EJO50_RS09750	3651	1216	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2239864	2240484	+							EJO50_RS09755	621		old_locus_tag=EJO50_09755
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2239864	2240484	+	WP_125973730.1	WP_125973730.1		3'-5' exonuclease			EJO50_RS09755	621	206	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2240679	2242361	+					recD		EJO50_RS09760	1683		old_locus_tag=EJO50_09760
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2240679	2242361	+	WP_164521482.1	WP_164521482.1		exodeoxyribonuclease V subunit alpha	recD		EJO50_RS09760	1683	560	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2242772	2243533	-							EJO50_RS09765	762		old_locus_tag=EJO50_09765
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2242772	2243533	-	WP_125973734.1	WP_125973734.1		class II glutamine amidotransferase			EJO50_RS09765	762	253	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2243605	2244390	-							EJO50_RS09770	786		old_locus_tag=EJO50_09770
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2243605	2244390	-	WP_125973736.1	WP_125973736.1		SDR family oxidoreductase			EJO50_RS09770	786	261	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2244532	2245515	-							EJO50_RS09775	984		old_locus_tag=EJO50_09775
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2244532	2245515	-	WP_125973738.1	WP_125973738.1		folate-binding protein YgfZ			EJO50_RS09775	984	327	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2245776	2247035	-							EJO50_RS09780	1260		old_locus_tag=EJO50_09780
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2245776	2247035	-	WP_125973740.1	WP_125973740.1		AsmA family protein			EJO50_RS09780	1260	419	
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247108	2247183	+							EJO50_RS09785	76		old_locus_tag=EJO50_09785
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247108	2247183	+				tRNA-Asn			EJO50_RS09785	76		anticodon=GTT
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247235	2247310	+							EJO50_RS09790	76		old_locus_tag=EJO50_09790
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247235	2247310	+				tRNA-Asn			EJO50_RS09790	76		anticodon=GTT
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247393	2247468	+							EJO50_RS09795	76		old_locus_tag=EJO50_09795
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247393	2247468	+				tRNA-Asn			EJO50_RS09795	76		anticodon=GTT
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247595	2248395	-							EJO50_RS09800	801		old_locus_tag=EJO50_09800
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2247595	2248395	-	WP_125973742.1	WP_125973742.1		class I SAM-dependent methyltransferase			EJO50_RS09800	801	266	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2248392	2249198	-							EJO50_RS09805	807		old_locus_tag=EJO50_09805
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2248392	2249198	-	WP_125973744.1	WP_125973744.1		zinc-dependent peptidase			EJO50_RS09805	807	268	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2249400	2250509	+							EJO50_RS09810	1110		old_locus_tag=EJO50_09810
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2249400	2250509	+	WP_125973746.1	WP_125973746.1		exo-alpha-sialidase			EJO50_RS09810	1110	369	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2250506	2251012	+							EJO50_RS09815	507		old_locus_tag=EJO50_09815
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2250506	2251012	+	WP_125973748.1	WP_125973748.1		hypothetical protein			EJO50_RS09815	507	168	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2251079	2251987	-					prmB		EJO50_RS09820	909		old_locus_tag=EJO50_09820
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2251079	2251987	-	WP_125973750.1	WP_125973750.1		50S ribosomal protein L3 N(5)-glutamine methyltransferase	prmB		EJO50_RS09820	909	302	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2252153	2253526	+							EJO50_RS09825	1374		old_locus_tag=EJO50_09825
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2252153	2253526	+	WP_125973752.1	WP_125973752.1		DEAD/DEAH box helicase			EJO50_RS09825	1374	457	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2253802	2254870	+							EJO50_RS09830	1069		pseudo;old_locus_tag=EJO50_09830
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2253802	2254870	+				IS3 family transposase			EJO50_RS09830	1069		pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2255032	2255730	-							EJO50_RS09835	699		old_locus_tag=EJO50_09835
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2255032	2255730	-	WP_125973754.1	WP_125973754.1		hypothetical protein			EJO50_RS09835	699	232	
gene	rRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2255944	2256057	-					rrf		EJO50_RS09840	114		old_locus_tag=EJO50_09840
rRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2255944	2256057	-				5S ribosomal RNA	rrf		EJO50_RS09840	114		
gene	rRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2256201	2259493	-							EJO50_RS09845	3293		old_locus_tag=EJO50_09845
rRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2256201	2259493	-				23S ribosomal RNA			EJO50_RS09845	3293		
gene	rRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2259800	2261333	-							EJO50_RS09850	1534		old_locus_tag=EJO50_09850
rRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2259800	2261333	-				16S ribosomal RNA			EJO50_RS09850	1534		
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2261717	2263453	+							EJO50_RS09855	1737		old_locus_tag=EJO50_09855
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2261717	2263453	+	WP_125973756.1	WP_125973756.1		YcaO-like family protein			EJO50_RS09855	1737	578	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2264080	2266587	+							EJO50_RS09860	2508		old_locus_tag=EJO50_09860
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2264080	2266587	+	WP_206434361.1	WP_206434361.1		glycoside hydrolase family 3 C-terminal domain-containing protein			EJO50_RS09860	2508	835	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2266755	2267188	-							EJO50_RS17470	434		partial;pseudo
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2266755	2267188	-				transposase			EJO50_RS17470	434		partial;pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2267460	2268062	-							EJO50_RS09870	603		old_locus_tag=EJO50_09870
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	2267460	2268062	-	WP_164521484.1	WP_164521484.1		hypothetical protein			EJO50_RS09870	603	200	
